query_index,query,citation_id,title,url,registrable_domain,start_index,end_index,cited_text
111,what states have banned abortion,2,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,2111,2223,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
111,what states have banned abortion,3,Abortion in the United States,https://en.wikipedia.org/wiki/Abortion_in_the_United_States?utm_source=openai,en.wikipedia.org,2784,2883,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_the_United_States?utm_source=openai))
111,what states have banned abortion,4,Judge strikes down old Arizona abortion restrictions that clash with voter-backed guarantees,https://apnews.com/article/fe9f9fc7ccac8716a956cc74239e0a81?utm_source=openai,apnews.com,3128,3301,[Judge strikes down old Arizona abortion restrictions that clash with voter-backed guarantees](https://apnews.com/article/fe9f9fc7ccac8716a956cc74239e0a81?utm_source=openai)
112,how many states banned abortion,1,Georgia House Bill 481,https://en.wikipedia.org/wiki/Georgia_House_Bill_481?utm_source=openai,en.wikipedia.org,1039,1131,([en.wikipedia.org](https://en.wikipedia.org/wiki/Georgia_House_Bill_481?utm_source=openai))
112,how many states banned abortion,2,"Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy",https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai,apnews.com,1319,1498,"[Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai)"
112,how many states banned abortion,3,"Arizona can enforce an 1864 law criminalizing nearly all abortions, court says",https://apnews.com/article/9c68866d69dca38c728dd27b80592e8f?utm_source=openai,apnews.com,1536,1695,"[Arizona can enforce an 1864 law criminalizing nearly all abortions, court says](https://apnews.com/article/9c68866d69dca38c728dd27b80592e8f?utm_source=openai)"
112,how many states banned abortion,4,"Iowa's abortion ban, one of the nation's strictest, takes effect",https://www.axios.com/2024/07/25/iowa-abortion-ban-6-weeks-takes-effect?utm_source=openai,axios.com,1730,1887,"[Iowa's abortion ban, one of the nation's strictest, takes effect](https://www.axios.com/2024/07/25/iowa-abortion-ban-6-weeks-takes-effect?utm_source=openai)"
113,How many states have outlawed abortion,1,Tracking abortion laws across the United States | Roe v Wade | The Guardian,https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai,theguardian.com,386,515,([theguardian.com](https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai))
113,How many states have outlawed abortion,2,Stability in the Number of Abortions from 2023 to 2024 in US States Without Total Bans Masks Major Shifts in Access | Guttmacher Institute,https://www.guttmacher.org/report/stability-number-abortions-2023-2024-us-states-without-total-bans-masks-major-shifts-access?utm_source=openai,guttmacher.org,790,953,([guttmacher.org](https://www.guttmacher.org/report/stability-number-abortions-2023-2024-us-states-without-total-bans-masks-major-shifts-access?utm_source=openai))
114,How many states outlaw abortion,1,ABORTION BANS &,https://cdn.plannedparenthood.org/uploads/filer_public/cc/b6/ccb6d499-4a8f-4ccf-8b88-f84195b3bb58/june_2024_abortion_ban_population_analysis.pdf?utm_source=openai,cdn.plannedparenthood.org,421,614,([cdn.plannedparenthood.org](https://cdn.plannedparenthood.org/uploads/filer_public/cc/b6/ccb6d499-4a8f-4ccf-8b88-f84195b3bb58/june_2024_abortion_ban_population_analysis.pdf?utm_source=openai))
114,How many states outlaw abortion,2,"A year after fall of Roe v. Wade, 25 million women live in states with abortion bans or restrictions | PBS News",https://www.pbs.org/newshour/politics/a-year-after-fall-of-roe-v-wade-25-million-women-live-in-states-with-abortion-bans-or-restrictions?utm_source=openai,pbs.org,1167,1334,([pbs.org](https://www.pbs.org/newshour/politics/a-year-after-fall-of-roe-v-wade-25-million-women-live-in-states-with-abortion-bans-or-restrictions?utm_source=openai))
116,how many states have outlawed abortion,1,A state-by-state breakdown of current abortion laws in the US,https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai,scrippsnews.com,244,386,([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))
116,how many states have outlawed abortion,2,A state-by-state breakdown of current abortion laws in the US,https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai,scrippsnews.com,495,637,([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))
116,how many states have outlawed abortion,3,A state-by-state breakdown of current abortion laws in the US,https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai,scrippsnews.com,871,1013,([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))
116,how many states have outlawed abortion,4,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,1240,1352,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
116,how many states have outlawed abortion,5,A state-by-state breakdown of current abortion laws in the US,https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai,scrippsnews.com,1499,1641,([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))
116,how many states have outlawed abortion,6,A state-by-state breakdown of current abortion laws in the US,https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai,scrippsnews.com,1789,1931,([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))
116,how many states have outlawed abortion,7,Abortion in Mississippi,https://en.wikipedia.org/wiki/Abortion_in_Mississippi?utm_source=openai,en.wikipedia.org,2060,2153,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Mississippi?utm_source=openai))
116,how many states have outlawed abortion,8,A state-by-state breakdown of current abortion laws in the US,https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai,scrippsnews.com,2300,2442,([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))
116,how many states have outlawed abortion,9,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,2615,2727,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
116,how many states have outlawed abortion,10,Abortion in Oklahoma,https://en.wikipedia.org/wiki/Abortion_in_Oklahoma?utm_source=openai,en.wikipedia.org,2841,2931,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Oklahoma?utm_source=openai))
116,how many states have outlawed abortion,11,A state-by-state breakdown of current abortion laws in the US,https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai,scrippsnews.com,3082,3224,([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))
116,how many states have outlawed abortion,12,A state-by-state breakdown of current abortion laws in the US,https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai,scrippsnews.com,3372,3514,([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))
116,how many states have outlawed abortion,13,A state-by-state breakdown of current abortion laws in the US,https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai,scrippsnews.com,3658,3800,([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))
116,how many states have outlawed abortion,14,A state-by-state breakdown of current abortion laws in the US,https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai,scrippsnews.com,3952,4094,([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))
117,States that outlawed abortion,1,Idaho's New Law Will Punish Anyone Helping a Minor Access an Out-of-State Abortion With Up to 5 Years in Prison,https://time.com/6269586/idaho-abortion-law-minor-access/?utm_source=openai,time.com,829,918,([time.com](https://time.com/6269586/idaho-abortion-law-minor-access/?utm_source=openai))
117,States that outlawed abortion,2,Indiana abortions fall to zero,https://www.axios.com/local/indianapolis/2023/11/16/indiana-abortion-ban-zero-procedures?utm_source=openai,axios.com,1198,1319,([axios.com](https://www.axios.com/local/indianapolis/2023/11/16/indiana-abortion-ban-zero-procedures?utm_source=openai))
117,States that outlawed abortion,3,Abortion in Mississippi,https://en.wikipedia.org/wiki/Abortion_in_Mississippi?utm_source=openai,en.wikipedia.org,1859,1952,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Mississippi?utm_source=openai))
117,States that outlawed abortion,4,"Abortions in Florida plunged more than in any other state in 2024, new data shows",https://www.axios.com/local/tampa-bay/2025/04/15/florida-abortion-data-2024?utm_source=openai,axios.com,3003,3111,([axios.com](https://www.axios.com/local/tampa-bay/2025/04/15/florida-abortion-data-2024?utm_source=openai))
117,States that outlawed abortion,5,Where abortion stands in each state a year since the overturning of Roe v. Wade - Good Morning America,https://www.goodmorningamerica.com/news/story/abortion-stands-state-year-overturning-roe-wade-100229092?utm_source=openai,goodmorningamerica.com,3487,3636,([goodmorningamerica.com](https://www.goodmorningamerica.com/news/story/abortion-stands-state-year-overturning-roe-wade-100229092?utm_source=openai))
117,States that outlawed abortion,6,Where abortion stands in each state a year since the overturning of Roe v. Wade - Good Morning America,https://www.goodmorningamerica.com/news/story/abortion-stands-state-year-overturning-roe-wade-100229092?utm_source=openai,goodmorningamerica.com,3752,3901,([goodmorningamerica.com](https://www.goodmorningamerica.com/news/story/abortion-stands-state-year-overturning-roe-wade-100229092?utm_source=openai))
117,States that outlawed abortion,7,Abortion in South Carolina,https://en.wikipedia.org/wiki/Abortion_in_South_Carolina?utm_source=openai,en.wikipedia.org,4097,4193,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_South_Carolina?utm_source=openai))
117,States that outlawed abortion,8,Wisconsin Supreme Court's liberal majority strikes down 176-year-old abortion ban,https://apnews.com/article/01658358639a63db7df92aeec34c612d?utm_source=openai,apnews.com,4450,4543,([apnews.com](https://apnews.com/article/01658358639a63db7df92aeec34c612d?utm_source=openai))
117,States that outlawed abortion,9,"Judge strikes down Wyoming abortion laws, including an explicit ban on pills to end pregnancy",https://apnews.com/article/a8e79c0879a22dab036b06a6f4304895?utm_source=openai,apnews.com,4782,4875,([apnews.com](https://apnews.com/article/a8e79c0879a22dab036b06a6f4304895?utm_source=openai))
117,States that outlawed abortion,10,"Judge strikes down Wyoming abortion laws, including an explicit ban on pills to end pregnancy",https://apnews.com/article/a8e79c0879a22dab036b06a6f4304895?utm_source=openai,apnews.com,5106,5280,"[Judge strikes down Wyoming abortion laws, including an explicit ban on pills to end pregnancy](https://apnews.com/article/a8e79c0879a22dab036b06a6f4304895?utm_source=openai)"
117,States that outlawed abortion,11,Wisconsin Supreme Court's liberal majority strikes down 176-year-old abortion ban,https://apnews.com/article/01658358639a63db7df92aeec34c612d?utm_source=openai,apnews.com,5317,5479,[Wisconsin Supreme Court's liberal majority strikes down 176-year-old abortion ban](https://apnews.com/article/01658358639a63db7df92aeec34c612d?utm_source=openai)
117,States that outlawed abortion,12,Idaho's New Law Will Punish Anyone Helping a Minor Access an Out-of-State Abortion With Up to 5 Years in Prison,https://time.com/6269586/idaho-abortion-law-minor-access/?utm_source=openai,time.com,5515,5705,[Idaho's New Law Will Punish Anyone Helping a Minor Access an Out-of-State Abortion With Up to 5 Years in Prison](https://time.com/6269586/idaho-abortion-law-minor-access/?utm_source=openai)
118,How many states have outlawed abortion?,1,Policy Tracker: Exceptions to State Abortion Bans and Early Gestational Limits  | KFF,https://www.kff.org/womens-health-policy/exceptions-in-state-abortion-bans-and-early-gestational-limits/?utm_source=openai,kff.org,192,327,([kff.org](https://www.kff.org/womens-health-policy/exceptions-in-state-abortion-bans-and-early-gestational-limits/?utm_source=openai))
118,How many states have outlawed abortion?,2,Michigan abortion clinics drop 12% over two years,https://www.axios.com/local/detroit/2026/03/05/michigan-abortion-clinics-drop-12-over-two-years?utm_source=openai,axios.com,459,625,[Michigan abortion clinics drop 12% over two years](https://www.axios.com/local/detroit/2026/03/05/michigan-abortion-clinics-drop-12-over-two-years?utm_source=openai)
118,How many states have outlawed abortion?,3,"Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy",https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai,apnews.com,661,840,"[Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai)"
118,How many states have outlawed abortion?,4,"Arizona can enforce an 1864 law criminalizing nearly all abortions, court says",https://apnews.com/article/9c68866d69dca38c728dd27b80592e8f?utm_source=openai,apnews.com,878,1037,"[Arizona can enforce an 1864 law criminalizing nearly all abortions, court says](https://apnews.com/article/9c68866d69dca38c728dd27b80592e8f?utm_source=openai)"
119,How many states have outlawed abortions?,1,Tracking abortion laws across the United States | Roe v Wade | The Guardian,https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai,theguardian.com,651,780,([theguardian.com](https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai))
119,How many states have outlawed abortions?,2,28 million women living in states with abortion bans: Planned Parenthood,https://www.youtube.com/watch?v=R0mRkjpu574&utm_source=openai,youtube.com,1068,1205,[28 million women living in states with abortion bans: Planned Parenthood](https://www.youtube.com/watch?v=R0mRkjpu574&utm_source=openai)
120,How many states have outlawed abortion in the U.S?,1,Tracking abortion laws across the United States | Roe v Wade | The Guardian,https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai,theguardian.com,647,776,([theguardian.com](https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai))
120,How many states have outlawed abortion in the U.S?,2,"Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy",https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai,apnews.com,1123,1216,([apnews.com](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai))
120,How many states have outlawed abortion in the U.S?,3,"Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy",https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai,apnews.com,1426,1605,"[Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai)"
120,How many states have outlawed abortion in the U.S?,4,South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban,https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai,apnews.com,1643,1810,[South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban](https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai)
120,How many states have outlawed abortion in the U.S?,5,Some States Consider Bills That Would Punish People Seeking Abortions,https://time.com/7269263/bills-punishing-people-seeking-abortions/?utm_source=openai,time.com,1845,2002,[Some States Consider Bills That Would Punish People Seeking Abortions](https://time.com/7269263/bills-punishing-people-seeking-abortions/?utm_source=openai)
121,which states have outlawed abortion,1,States With Abortion Bans See Continued Decrease in U.S. MD Senior Residency Applicants | AAMC,https://www.aamc.org/about-us/mission-areas/clinical-care/post-dobbs-2024?utm_source=openai,aamc.org,684,789,([aamc.org](https://www.aamc.org/about-us/mission-areas/clinical-care/post-dobbs-2024?utm_source=openai))
121,which states have outlawed abortion,2,States With Abortion Bans See Continued Decrease in U.S. MD Senior Residency Applicants | AAMC,https://www.aamc.org/about-us/mission-areas/clinical-care/post-dobbs-2024?utm_source=openai,aamc.org,1335,1440,([aamc.org](https://www.aamc.org/about-us/mission-areas/clinical-care/post-dobbs-2024?utm_source=openai))
121,which states have outlawed abortion,3,2026 Nevada Question 6,https://en.wikipedia.org/wiki/2026_Nevada_Question_6?utm_source=openai,en.wikipedia.org,1776,1868,([en.wikipedia.org](https://en.wikipedia.org/wiki/2026_Nevada_Question_6?utm_source=openai))
121,which states have outlawed abortion,4,2026 Virginia Right to Reproductive Freedom Amendment,https://en.wikipedia.org/wiki/2026_Virginia_Right_to_Reproductive_Freedom_Amendment?utm_source=openai,en.wikipedia.org,2112,2235,([en.wikipedia.org](https://en.wikipedia.org/wiki/2026_Virginia_Right_to_Reproductive_Freedom_Amendment?utm_source=openai))
121,which states have outlawed abortion,5,"Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy",https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai,apnews.com,2501,2680,"[Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai)"
121,which states have outlawed abortion,6,South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban,https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai,apnews.com,2718,2885,[South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban](https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai)
121,which states have outlawed abortion,7,Some States Consider Bills That Would Punish People Seeking Abortions,https://time.com/7269263/bills-punishing-people-seeking-abortions/?utm_source=openai,time.com,2920,3077,[Some States Consider Bills That Would Punish People Seeking Abortions](https://time.com/7269263/bills-punishing-people-seeking-abortions/?utm_source=openai)
122,states banned abortion,1,"Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy",https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai,apnews.com,2340,2519,"[Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai)"
122,states banned abortion,2,South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban,https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai,apnews.com,2557,2724,[South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban](https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai)
123,How many states banned abortion,1,"Judge strikes down Wyoming abortion laws, including an explicit ban on pills to end pregnancy",https://apnews.com/article/a8e79c0879a22dab036b06a6f4304895?utm_source=openai,apnews.com,1190,1283,([apnews.com](https://apnews.com/article/a8e79c0879a22dab036b06a6f4304895?utm_source=openai))
123,How many states banned abortion,2,"Judge strikes down Wyoming abortion laws, including an explicit ban on pills to end pregnancy",https://apnews.com/article/a8e79c0879a22dab036b06a6f4304895?utm_source=openai,apnews.com,1498,1672,"[Judge strikes down Wyoming abortion laws, including an explicit ban on pills to end pregnancy](https://apnews.com/article/a8e79c0879a22dab036b06a6f4304895?utm_source=openai)"
123,How many states banned abortion,3,South Carolina Supreme Court strikes down state abortion ban,https://apnews.com/article/6cd1469dbb550c70b64a30f183be203c?utm_source=openai,apnews.com,1709,1850,[South Carolina Supreme Court strikes down state abortion ban](https://apnews.com/article/6cd1469dbb550c70b64a30f183be203c?utm_source=openai)
123,How many states banned abortion,4,"Rape Led to 64,000 Pregnancies in 14 U.S. States With Abortion Bans, Study Says",https://time.com/6588425/rape-pregnancy-us-abortion-bans/?utm_source=openai,time.com,1888,2046,"[Rape Led to 64,000 Pregnancies in 14 U.S. States With Abortion Bans, Study Says](https://time.com/6588425/rape-pregnancy-us-abortion-bans/?utm_source=openai)"
124,How many states outlaws abortion,1,Judge strikes down old Arizona abortion restrictions that clash with voter-backed guarantees,https://apnews.com/article/fe9f9fc7ccac8716a956cc74239e0a81?utm_source=openai,apnews.com,2525,2698,[Judge strikes down old Arizona abortion restrictions that clash with voter-backed guarantees](https://apnews.com/article/fe9f9fc7ccac8716a956cc74239e0a81?utm_source=openai)
125,How many states have outlawed abortion?,1,Tracking abortion laws across the United States | Roe v Wade | The Guardian,https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai,theguardian.com,360,489,([theguardian.com](https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai))
125,How many states have outlawed abortion?,2,Tracking abortion laws across the United States | Roe v Wade | The Guardian,https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai,theguardian.com,711,840,([theguardian.com](https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai))
125,How many states have outlawed abortion?,3,"Judge strikes down Wyoming abortion laws, including an explicit ban on pills to end pregnancy",https://apnews.com/article/a8e79c0879a22dab036b06a6f4304895?utm_source=openai,apnews.com,1203,1296,([apnews.com](https://apnews.com/article/a8e79c0879a22dab036b06a6f4304895?utm_source=openai))
125,How many states have outlawed abortion?,4,"Arizona can enforce an 1864 law criminalizing nearly all abortions, court says",https://apnews.com/article/9c68866d69dca38c728dd27b80592e8f?utm_source=openai,apnews.com,1506,1665,"[Arizona can enforce an 1864 law criminalizing nearly all abortions, court says](https://apnews.com/article/9c68866d69dca38c728dd27b80592e8f?utm_source=openai)"
125,How many states have outlawed abortion?,5,"Judge strikes down Wyoming abortion laws, including an explicit ban on pills to end pregnancy",https://apnews.com/article/a8e79c0879a22dab036b06a6f4304895?utm_source=openai,apnews.com,1700,1874,"[Judge strikes down Wyoming abortion laws, including an explicit ban on pills to end pregnancy](https://apnews.com/article/a8e79c0879a22dab036b06a6f4304895?utm_source=openai)"
125,How many states have outlawed abortion?,6,South Carolina Supreme Court strikes down state's 6-week abortion ban,https://www.axios.com/2023/01/05/south-carolina-abortion-ban?utm_source=openai,axios.com,1911,2062,[South Carolina Supreme Court strikes down state's 6-week abortion ban](https://www.axios.com/2023/01/05/south-carolina-abortion-ban?utm_source=openai)
126,Number of states that have outlawed abortion,1,A state-by-state breakdown of current abortion laws in the US,https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai,scrippsnews.com,572,714,([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))
126,Number of states that have outlawed abortion,2,Tracking abortion laws across the United States | Roe v Wade | The Guardian,https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai,theguardian.com,984,1113,([theguardian.com](https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai))
126,Number of states that have outlawed abortion,3,Judge strikes down old Arizona abortion restrictions that clash with voter-backed guarantees,https://apnews.com/article/fe9f9fc7ccac8716a956cc74239e0a81?utm_source=openai,apnews.com,1428,1521,([apnews.com](https://apnews.com/article/fe9f9fc7ccac8716a956cc74239e0a81?utm_source=openai))
126,Number of states that have outlawed abortion,4,Judge strikes down old Arizona abortion restrictions that clash with voter-backed guarantees,https://apnews.com/article/fe9f9fc7ccac8716a956cc74239e0a81?utm_source=openai,apnews.com,1541,1714,[Judge strikes down old Arizona abortion restrictions that clash with voter-backed guarantees](https://apnews.com/article/fe9f9fc7ccac8716a956cc74239e0a81?utm_source=openai)
128,how many states have outlawed abortions,1,Policy Tracker: Exceptions to State Abortion Bans and Early Gestational Limits  | KFF,https://www.kff.org/womens-health-policy/exceptions-in-state-abortion-bans-and-early-gestational-limits/?utm_source=openai,kff.org,334,469,([kff.org](https://www.kff.org/womens-health-policy/exceptions-in-state-abortion-bans-and-early-gestational-limits/?utm_source=openai))
128,how many states have outlawed abortions,2,Abortion in Wyoming,https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai,en.wikipedia.org,1097,1186,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai))
128,how many states have outlawed abortions,3,South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban,https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai,apnews.com,1407,1574,[South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban](https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai)
128,how many states have outlawed abortions,4,Some States Consider Bills That Would Punish People Seeking Abortions,https://time.com/7269263/bills-punishing-people-seeking-abortions/?utm_source=openai,time.com,1609,1766,[Some States Consider Bills That Would Punish People Seeking Abortions](https://time.com/7269263/bills-punishing-people-seeking-abortions/?utm_source=openai)
128,how many states have outlawed abortions,5,Post-Dobbs abortions on the rise in Texas,https://www.axios.com/local/austin/2025/07/01/post-dobbs-abortions-texas?utm_source=openai,axios.com,1801,1936,[Post-Dobbs abortions on the rise in Texas](https://www.axios.com/local/austin/2025/07/01/post-dobbs-abortions-texas?utm_source=openai)
129,how many states outlawed abortion,1,POLICY REPORT - JUNE 2025,https://mtchoicetakeaction.org/wp-content/uploads/2025/06/MT4C_TA_ImpactofAbortionBans_Digital.pdf?utm_source=openai,mtchoicetakeaction.org,240,384,([mtchoicetakeaction.org](https://mtchoicetakeaction.org/wp-content/uploads/2025/06/MT4C_TA_ImpactofAbortionBans_Digital.pdf?utm_source=openai))
129,how many states outlawed abortion,2,"Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy",https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai,apnews.com,1060,1153,([apnews.com](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai))
129,how many states outlawed abortion,3,"Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy",https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai,apnews.com,1325,1504,"[Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai)"
129,how many states outlawed abortion,4,"Arizona can enforce an 1864 law criminalizing nearly all abortions, court says",https://apnews.com/article/9c68866d69dca38c728dd27b80592e8f?utm_source=openai,apnews.com,1542,1701,"[Arizona can enforce an 1864 law criminalizing nearly all abortions, court says](https://apnews.com/article/9c68866d69dca38c728dd27b80592e8f?utm_source=openai)"
129,how many states outlawed abortion,5,Some States Consider Bills That Would Punish People Seeking Abortions,https://time.com/7269263/bills-punishing-people-seeking-abortions/?utm_source=openai,time.com,1736,1893,[Some States Consider Bills That Would Punish People Seeking Abortions](https://time.com/7269263/bills-punishing-people-seeking-abortions/?utm_source=openai)
131,number of states that have outlawed abortion,1,ABORTION IN THE USA,https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai,amnestyusa.org,450,590,([amnestyusa.org](https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai))
