query_index,col,query,model,temperature,top_p,answer_text_raw,token_count_in,token_count_out,token_count_total,char_count,word_count,n_citations_found,timestamp
84,NPC,how long should i roast a chicken,gpt-4o,0.0,1.0,"Roasting a chicken usually depends on its weight. A general guideline is:

- **350°F (175°C):** Roast for about 20 minutes per pound (450 grams). For a 4-pound chicken, this would be roughly 1 hour and 20 minutes.
  
- **400°F (205°C):** Roast for about 15 minutes per pound. For a 4-pound chicken, this would be about 1 hour.

To ensure it's fully cooked, check the internal temperature with a meat thermometer. It should read 165°F (74°C) in the thickest part of the thigh, without touching the bone. Let the chicken rest for 10-15 minutes before carving to retain juices.",308,146,454,574,98,0,2026-03-05T19:37:15.563379
85,NPC,how long do you roast a chicken,gpt-4o,0.0,1.0,"To roast a whole chicken, preheat your oven to 375°F (190°C). Generally, roast the chicken for about 20 minutes per pound. Check if it's done by ensuring the internal temperature reaches 165°F (75°C) at the thickest part, not touching bone. Let it rest for about 10 minutes before carving.",308,71,379,289,49,0,2026-03-05T19:37:17.688594
86,NPC,how long do you cook a chicken,gpt-4o,0.0,1.0,"Cooking time for chicken depends on the method and the cut. Here are general guidelines:

### Whole Chicken
- **Roasting:** At 350°F (177°C), roast for about 20 minutes per pound. A 4-pound chicken would take around 1 hour and 20 minutes.
- **Grilling/Spit-roasting:** Roughly 18-20 minutes per pound.

### Boneless Chicken Breasts
- **Baking:** At 375°F (190°C), bake for 25-30 minutes.
- **Grilling:** About 6-8 minutes per side on medium-high heat.

### Bone-in Chicken Pieces
- **Baking:** At 375°F (190°C), bake for 45-50 minutes.
- **Grilling:** Grill for 10-15 minutes per side on medium heat.

### Whole Chicken in a Slow Cooker
- Cook on low for 4-6 hours or high for 2-4 hours.

### Important Tip
Always check internal temperature with a meat thermometer; it should reach 165°F (74°C).",308,222,530,795,130,0,2026-03-05T19:37:23.227358
87,NPC,adequate time and temperature of roasting a chicken,gpt-4o,0.0,1.0,"Roasting a chicken requires a balance of time and temperature to ensure it is cooked thoroughly and remains juicy. Here is a general guideline:

### Temperature:
- **Preheat oven to 375°F (190°C).**

### Cooking Time:
- **Whole Chicken:** Roast for about 20 minutes per pound (450 grams).
- **Juices:** A good indicator of doneness is when the juices run clear when the chicken is pierced with a knife or skewer.
- **Internal Temperature:** Use a meat thermometer to ensure the thickest part of the chicken (usually the thigh) reaches 165°F (74°C).

### Tips:
- **Resting:** Let the chicken rest for about 10-15 minutes after removing it from the oven before carving. This allows the juices to redistribute.
- **Seasoning:** You can season the cavity with salt, pepper, lemon, garlic, or herbs for added flavor.

Adjustments may be needed based on your oven and the size of the chicken, so it's always good to check towards the end of the cooking time.",310,217,527,952,161,0,2026-03-05T19:37:28.759611
88,NPC,How long should I roast a chicken?,gpt-4o,0.0,1.0,"The general guideline for roasting a whole chicken is to cook it at 350°F (175°C) for about 20 minutes per pound (450 grams). Here's a basic guide:

1. **Preparation**: Preheat your oven to 350°F (175°C). Season the chicken with your choice of herbs, spices, and other flavorings.

2. **Roasting Time**: 
   - A 3 to 4-pound (1.3 to 1.8 kg) chicken will take approximately 1 hour to 1 hour and 20 minutes.
   - A 5 to 7-pound (2.3 to 3.2 kg) chicken will take about 1 hour and 40 minutes to 2 hours and 20 minutes.

3. **Checking Doneness**: Use a meat thermometer to ensure the internal temperature of the thickest part of the chicken (usually the thigh) reaches 165°F (74°C).

4. **Resting**: Let the chicken rest for about 10-15 minutes before carving to allow the juices to redistribute.

Adjust the cooking time depending on your specific oven and chicken size.",309,235,544,866,150,0,2026-03-05T19:37:33.243503
89,NPC,How long to roast a chicken,gpt-4o,0.0,1.0,"Roasting a chicken typically takes about 20 minutes per pound at 375°F (190°C). Here's a general guideline:

- **4-pound chicken**: 1 hour 20 minutes
- **5-pound chicken**: 1 hour 40 minutes
- **6-pound chicken**: 2 hours

To ensure the chicken is fully cooked, use a meat thermometer. The internal temperature should reach 165°F (74°C) in the thickest part of the meat, usually the thigh.

Let the chicken rest for about 10-15 minutes before carving to keep it juicy.",307,122,429,468,78,0,2026-03-05T19:37:35.264979
90,NPC,How long should I roast a chicken for?,gpt-4o,0.0,1.0,Roast a whole chicken at 375°F (190°C) for about 20 minutes per pound. Ensure the internal temperature reaches 165°F (74°C) when measured with a meat thermometer in the thickest part of the thigh. Rest the chicken for about 10-15 minutes before carving.,310,63,373,253,42,0,2026-03-05T19:37:37.562164
91,NPC,how long to roast chicken,gpt-4o,0.0,1.0,"The roasting time for a whole chicken depends on the weight of the bird and the oven temperature. A general guideline is to roast a chicken at 350°F (175°C) for about 20 minutes per pound. Here’s a quick reference:

- A 4-pound chicken: Approximately 1 hour and 20 minutes.
- A 5-pound chicken: Approximately 1 hour and 40 minutes.

Ensure the internal temperature reaches 165°F (75°C) when measured at the thickest part of the thigh without touching the bone. Let it rest for about 10-15 minutes before carving.",306,123,429,512,88,0,2026-03-05T19:37:39.831837
92,NPC,How long should you roast a chicken for?,gpt-4o,0.0,1.0,"To roast a chicken, the general guideline is to cook it at 350°F (175°C) for about 20 minutes per pound. For example, a 4-pound chicken would take approximately 1 hour and 20 minutes. 

Ensure the internal temperature of the chicken reaches 165°F (75°C) in the thickest part of the thigh for safe consumption. Let the chicken rest for about 10-15 minutes before carving to allow the juices to redistribute.",310,97,407,406,69,0,2026-03-05T19:37:44.107185
93,NPC,how long to roast a chicken,gpt-4o,0.0,1.0,"The time needed to roast a chicken depends on its weight and the oven temperature. A general guideline is:

- Preheat your oven to 375°F (190°C).
- Roast the chicken for about 20 minutes per pound (450 grams).

For example, a 4-pound chicken would take approximately 80 minutes. It's important to check that the internal temperature reaches 165°F (75°C) using a meat thermometer to ensure it's fully cooked. Let the chicken rest for about 10-15 minutes before carving.",307,106,413,468,78,0,2026-03-05T19:37:46.622420
94,NPC,How long should you roast chicken?,gpt-4o,0.0,1.0,"Roasting a chicken typically requires 20 minutes per pound at 350°F (175°C). Here’s a general guideline:

1. **Whole Chicken**: 
   - 3-4 lbs: Roast for about 1 hour to 1 hour and 20 minutes.
   - 5-7 lbs: Roast for about 1 hour and 30 minutes to 2 hours and 20 minutes.

2. **Checking Doneness**: 
   - Use a meat thermometer to ensure the internal temperature reaches 165°F (74°C) at the thickest part of the breast and thigh, avoiding the bone.

3. **Resting Time**: 
   - Let the chicken rest for about 10-15 minutes after roasting to allow the juices to redistribute.

These times can vary based on your oven, so it's always best to use a meat thermometer.",308,178,486,661,115,0,2026-03-05T19:37:49.682076
95,NPC,chicken roast time,gpt-4o,0.0,1.0,"The roasting time for chicken depends on the weight of the bird and the oven temperature. Here's a general guideline:

### Whole Chicken:
- **350°F (175°C)**: Roast for about 20 minutes per pound (approximately 45 minutes per kilogram).
- **375°F (190°C)**: Roast for about 18 minutes per pound.

### Chicken Pieces:
- **Bone-In, Skin-On**: Roast at 375°F (190°C) for 35-40 minutes.
- **Boneless, Skinless**: Roast at 375°F (190°C) for 25-30 minutes.

### Tips:
- Always use a meat thermometer to ensure the internal temperature reaches 165°F (74°C) for safe consumption.
- Let the chicken rest for about 10-15 minutes after roasting for juicier results.",305,171,476,654,104,0,2026-03-05T19:37:52.788373
96,NPC,how long should you roast a chicken,gpt-4o,0.0,1.0,"To roast a whole chicken, follow these general guidelines:

1. **Preheat Oven**: Set your oven to 425°F (220°C).

2. **Cooking Time**: Roast for about 20 minutes per pound (450 grams). For example:
   - A 4-pound (1.8 kg) chicken will take approximately 80 minutes.

3. **Check Temperature**: The internal temperature should reach 165°F (75°C) at the thickest part of the breast and thighs.

4. **Resting**: Let the chicken rest for 10-15 minutes before carving.

Adjust cooking times depending on your specific oven and the size of the chicken. Always verify doneness with a meat thermometer.",308,148,456,593,94,0,2026-03-05T19:37:55.926799
97,NPC,How to roast a chicken,gpt-4o,0.0,1.0,"Here's a simple recipe to roast a chicken:

### Ingredients:
- 1 whole chicken (about 4 to 5 pounds)
- Salt and freshly ground black pepper
- 2 tablespoons olive oil or melted butter
- 1 lemon, halved
- 4 garlic cloves, smashed
- Fresh herbs like thyme or rosemary (optional)

### Instructions:

1. **Preheat Oven**: Preheat your oven to 425°F (220°C).

2. **Prepare the Chicken**:
   - Remove the giblets from the chicken cavity.
   - Pat the chicken dry with paper towels to ensure the skin gets crispy.
   - Rub the outside of the chicken with olive oil or melted butter.
   - Season generously with salt and pepper, including the cavity.

3. **Add Aromatics**:
   - Squeeze the lemon halves over the chicken, then place them inside the cavity.
   - Add garlic cloves and herbs to the cavity for extra flavor.

4. **Truss the Chicken** (Optional):
   - Tie the legs together with kitchen twine for even cooking.

5. **Roasting**:
   - Place the chicken breast-side up on a rack in a roasting pan.
   - Roast in the preheated oven for about 1.5 hours or until the internal temperature reaches 165°F (74°C) in the thickest part of the thigh.

6. **Rest**:
   - Once done, remove the chicken from the oven and let it rest for 10-15 minutes before carving. This allows the juices to redistribute.

7. **Carve and Serve**:
   - Slice the chicken and serve with your favorite sides.

Enjoy your delicious roasted chicken!",306,347,653,1418,241,0,2026-03-05T19:38:02.028770
98,NPC,how long should you roast a chicken,gpt-4o,0.0,1.0,"The roasting time for a chicken typically depends on its weight and the oven temperature. A general guideline is to roast at 350°F (175°C) for about 20 minutes per pound (450 grams), plus an additional 20 minutes. 

For example:

- A 4-pound (1.8 kg) chicken would need approximately 1 hour and 40 minutes.
- Ensure the internal temperature reaches 165°F (74°C) at the thickest part of the thigh, avoiding the bone, to confirm doneness.

Remember to rest the chicken for about 10-15 minutes before carving.",308,123,431,506,85,0,2026-03-05T19:38:05.200833
99,NPC,How long should you roast a chicken for?,gpt-4o,0.0,1.0,"To roast a chicken, you generally cook it at 375°F (190°C) for about 20 minutes per pound. Here are some key steps:

1. **Preheat Oven**: Set it to 375°F (190°C).
2. **Prepare Chicken**: Clean and pat the chicken dry. Season with salt, pepper, and any desired herbs.
3. **Roasting Time**: Cook for approximately 20 minutes per pound. For example, a 4-pound chicken would take around 1 hour and 20 minutes.
4. **Check Temperature**: Ensure the internal temperature reaches 165°F (74°C) using a meat thermometer.

Let the chicken rest for about 10-15 minutes before carving to allow juices to redistribute.",310,155,465,604,99,0,2026-03-05T19:38:08.298535
100,NPC,How long to roast a chicken,gpt-4o,0.0,1.0,"Roasting a whole chicken typically takes about 20 minutes per pound at 375°F (190°C). Here's a general guideline:

- 3-4 pound chicken: Roast for 1 to 1.5 hours
- 4-5 pound chicken: Roast for 1.5 to 2 hours
- 5-6 pound chicken: Roast for 2 to 2.5 hours

Make sure the internal temperature reaches 165°F (74°C) in the thickest part. Let it rest for about 10-15 minutes before carving.",307,117,424,383,69,0,2026-03-05T19:38:10.792229
101,NPC,how to roast a chicken,gpt-4o,0.0,1.0,"Roasting a chicken is a delicious and relatively straightforward process. Here’s a simple guide:

### Ingredients:
- 1 whole chicken (3-4 pounds)
- Olive oil or melted butter
- Salt
- Pepper
- Optional: garlic, lemon, herbs (such as rosemary, thyme)

### Instructions:

1. **Preheat Oven:**
   - Preheat your oven to 425°F (220°C).

2. **Prepare the Chicken:**
   - Pat the chicken dry with paper towels to ensure crispy skin.
   - Rub the chicken with olive oil or melted butter all over. This helps with browning.

3. **Season:**
   - Generously season the inside and outside with salt and pepper.
   - Optionally, stuff the cavity with garlic cloves, lemon halves, and fresh herbs for extra flavor.

4. **Truss the Chicken (optional):**
   - Tie the legs together with kitchen twine to help the chicken cook evenly.

5. **Roast:**
   - Place the chicken breast-side up in a roasting pan or a large oven-proof skillet.
   - Roast for about 1 to 1.5 hours, or until the internal temperature reaches 165°F (74°C) in the thickest part of the thigh.

6. **Baste (optional):**
   - Occasionally baste the chicken with the pan juices for extra moisture and flavor.

7. **Rest:**
   - Let the chicken rest for about 10-15 minutes before carving. This allows the juices to redistribute.

8. **Carve and Serve:**
   - Carve the chicken and serve with your favorite sides.

Enjoy your perfectly roasted chicken!",306,344,650,1403,228,0,2026-03-05T19:38:18.877613
102,NPC,how long to roast chicken,gpt-4o,0.0,1.0,"Roasting a chicken depends on its weight and the cooking temperature. A general guideline is:

- **350°F (175°C)**: Roast for about 20 minutes per pound. So, a 4-pound chicken would take approximately 1 hour and 20 minutes.

- **400°F (200°C)**: Roast for about 15 minutes per pound. A 4-pound chicken would take approximately 1 hour.

Always ensure the internal temperature of the chicken reaches 165°F (74°C) in the thickest part to ensure it's fully cooked. This can be checked using a meat thermometer. Let the chicken rest for about 10-15 minutes before carving to allow the juices to redistribute.",306,142,448,603,99,0,2026-03-05T19:38:21.589858
103,NPC,how long should you roast a chicken,gpt-4o,0.0,1.0,"Roasting time for a chicken depends on its weight and the oven temperature. A common method is:

1. **Preheat your oven** to 375°F (190°C).
2. **Roast the chicken** for about 20 minutes per pound (45 minutes per kilogram) plus an additional 20 minutes at the end.

For example, a 4-pound chicken would roast for approximately 1 hour and 40 minutes.

**Tips**:
- **Internal Temperature**: Ensure the chicken reaches an internal temperature of 165°F (75°C) at the thickest part (usually the breast) for safety.
- **Resting**: Let the chicken rest for about 10-15 minutes before carving to let the juices settle.",308,152,460,609,100,0,2026-03-05T19:38:27.591645
104,NPC,How long should a chicken be cooked,gpt-4o,0.0,1.0,"The cooking time for chicken depends on the method and the cut being used. Here are some general guidelines:

1. **Whole Chicken**:
   - **Roasting**: At 350°F (175°C), roast for about 20 minutes per pound. A 4-pound chicken would take roughly 1 hour and 20 minutes.
   - **Internal Temperature**: The thickest part of the chicken should reach 165°F (75°C).

2. **Chicken Breasts**:
   - **Baked**: At 375°F (190°C), bake boneless breasts for 20-30 minutes. Bone-in breasts may require 30-40 minutes.
   - **Grilled**: About 6-8 minutes per side over medium-high heat.
   
3. **Chicken Thighs**:
   - **Baked**: At 375°F (190°C), bake for 35-45 minutes.
   - **Grilled**: About 6-8 minutes per side over medium-high heat.

4. **Chicken Wings**:
   - **Baked**: At 400°F (205°C), bake for 40-50 minutes.

Always ensure that the internal temperature of the chicken reaches 165°F (75°C) for safe consumption. Use a meat thermometer for accuracy.",308,269,577,942,143,0,2026-03-05T19:38:34.701950
105,NPC,How long should a chicken be roasted?,gpt-4o,0.0,1.0,"The roasting time for a chicken depends on its weight and the oven temperature. A common guideline is to roast a whole chicken at 350°F (175°C) for about 20 minutes per pound. Here’s a general breakdown:

- **3 to 4 pounds**: Roast for 1 hour to 1 hour and 20 minutes.
- **4 to 5 pounds**: Roast for 1 hour and 20 minutes to 1 hour and 40 minutes.
- **5 to 6 pounds**: Roast for 1 hour and 40 minutes to 2 hours.

Make sure the internal temperature reaches 165°F (74°C) at the thickest part of the chicken for safety. Let it rest for about 10-15 minutes before carving.",309,158,467,569,110,0,2026-03-05T19:38:39.504063
106,NPC,how long to roast a chicken,gpt-4o,0.0,1.0,"Roasting a chicken typically takes about 20 minutes per pound at 375°F (190°C). Here's a general guideline:

1. Preheat your oven to 375°F (190°C).
2. Calculate the cooking time: Multiply the weight of your chicken by 20 minutes per pound.
3. Place the chicken in a roasting pan, season as desired, and roast.
4. It's done when the internal temperature reaches 165°F (74°C), measured at the thickest part of the thigh without touching bone.

Let the chicken rest for about 10-15 minutes before carving to allow the juices to redistribute.",307,127,434,538,90,0,2026-03-05T19:38:43.166412
107,NPC,how long should you roast a chicken for,gpt-4o,0.0,1.0,"Roasting a chicken depends on its weight and the cooking temperature. A general guideline is:

1. **Preheat your oven to 425°F (220°C).**
2. **Roast for about 20 minutes per pound.**

For example, a 4-pound chicken would take approximately 1 hour and 20 minutes.

Make sure to check for doneness by ensuring the internal temperature reaches 165°F (75°C) in the thickest part of the thigh. Let it rest for about 10 minutes before carving to allow the juices to redistribute.",309,115,424,473,79,0,2026-03-05T19:38:46.209028
108,NPC,"Cooked Chicken internal temperature, approximate cooking time,",gpt-4o,0.0,1.0,"For cooked chicken, the safe internal temperature is 165°F (75°C). Use a meat thermometer to ensure accuracy. Cooking times can vary based on the method and cut:

1. **Whole Chicken:**
   - **Roasting at 350°F (175°C):** 20 minutes per pound.
   
2. **Boneless Chicken Breasts:**
   - **Baking at 375°F (190°C):** 20-30 minutes.
   - **Grilling:** 6-8 minutes per side.
   
3. **Bone-in Chicken Thighs:**
   - **Baking at 375°F (190°C):** 45-50 minutes.
   - **Grilling:** 10-12 minutes per side.

4. **Chicken Wings:**
   - **Baking at 400°F (200°C):** 40-45 minutes.
   - **Grilling:** 8-10 minutes per side.

Always allow the chicken to rest for a few minutes before serving to let the juices redistribute.",311,214,525,709,106,0,2026-03-05T19:38:51.370028
109,NPC,How long do you have to roast a chicken?,gpt-4o,0.0,1.0,"Roasting a chicken typically takes about 20 minutes per pound at 375°F (190°C). For an average 4-5 pound chicken, that’s roughly 1.5 to 2 hours. Make sure to check the internal temperature; it should reach 165°F (74°C) in the thickest part of the breast and thigh. Let the chicken rest for about 10-15 minutes before carving.",311,87,398,325,56,0,2026-03-05T19:38:53.517337
110,NPC,How long does it take to roast a chicken,gpt-4o,0.0,1.0,"Roasting a chicken typically takes about 20 minutes per pound at 350°F (175°C). Here's a general guideline:

- **3-pound chicken**: Roast for about 1 hour.
- **4-pound chicken**: Roast for about 1 hour and 20 minutes.
- **5-pound chicken**: Roast for about 1 hour and 40 minutes.

Always check that the internal temperature reaches 165°F (75°C) at the thickest part of the breast or thigh. Let it rest for about 10-15 minutes before carving.",310,115,425,441,74,0,2026-03-05T19:38:55.282566
111,NPC,how long should you roast chicken,gpt-4o,0.0,1.0,"Roasting a chicken depends on its weight and the temperature you're using. Here's a general guideline:

- **Preheat your oven** to 425°F (220°C).
- **Roasting time** is typically 20 minutes per pound (450g) plus an additional 15 minutes.

For example, a 4-pound (about 1.8 kg) chicken would roast for about 95 minutes at 425°F.

Make sure the internal temperature reaches 165°F (75°C) at the thickest part of the breast and thigh. Let it rest for at least 10-15 minutes before carving.",307,126,433,485,81,0,2026-03-05T19:38:58.575048
112,NPC,how to roast a chicken,gpt-4o,0.0,1.0,"Here's a simple guide to roasting a chicken:

### Ingredients:

- 1 whole chicken (about 4-5 pounds)
- Salt
- Black pepper
- Olive oil or melted butter
- Optional: herbs like rosemary, thyme, or sage
- Optional: 1 lemon, halved
- Optional: garlic cloves

### Instructions:

1. **Preheat the Oven**:
   - Preheat your oven to 425°F (220°C).

2. **Prepare the Chicken**:
   - Remove the giblets from inside the chicken if they are there.
   - Pat the chicken dry with paper towels to ensure a crispy skin.

3. **Season the Chicken**:
   - Rub the chicken with olive oil or melted butter.
   - Season liberally with salt and pepper, both on the outside and inside the cavity.
   - Add herbs under the skin or inside the cavity for extra flavor.
   - Optionally, place halved lemon and garlic cloves inside the cavity.

4. **Truss the Chicken** (optional):
   - Tie the legs together with kitchen twine to ensure even cooking.

5. **Roast the Chicken**:
   - Place the chicken breast side up in a roasting pan or on a rack in a roasting pan.
   - Roast in the preheated oven for about 1 hour and 20 minutes (20 minutes per pound), or until a meat thermometer inserted into the thickest part of the thigh reads 165°F (75°C).

6. **Rest the Chicken**:
   - Remove the chicken from the oven and let it rest for about 10-15 minutes before carving. This helps the juices redistribute.

7. **Carve and Serve**:
   - Carve the chicken and serve with your favorite sides.

Enjoy your perfectly roasted chicken!",306,368,674,1498,258,0,2026-03-05T19:39:07.334911
113,NPC,How long do you roast a chicken,gpt-4o,0.0,1.0,"Roasting a chicken typically takes about 20 minutes per pound at 375°F (190°C). Here's a general guideline:

1. **3-4 pounds**: Roast for about 1 hour to 1 hour and 20 minutes.
2. **4-5 pounds**: Roast for about 1 hour and 20 minutes to 1 hour and 40 minutes.
3. **5-6 pounds**: Roast for about 1 hour and 40 minutes to 2 hours.

Ensure the internal temperature reaches 165°F (74°C) in the thickest part of the chicken. Let it rest for about 10-15 minutes before carving.",308,137,445,471,85,0,2026-03-05T19:39:11.551606
114,NPC,How long to roast chicken,gpt-4o,0.0,1.0,"Roasting a whole chicken typically takes about 20 minutes per pound at 350°F (175°C). Here are some general guidelines:

- **3 to 4 pounds**: Roast for 1 to 1.5 hours.
- **4 to 5 pounds**: Roast for 1.5 to 2 hours.
- **5 to 6 pounds**: Roast for 2 to 2.5 hours.

Always ensure the internal temperature reaches 165°F (75°C) in the thickest part of the thigh, not touching the bone, to ensure it's safe to eat. Let the chicken rest for 10-15 minutes before carving to redistribute the juices.",306,140,446,490,90,0,2026-03-05T19:39:14.405188
115,NPC,how long to roast a chicken,gpt-4o,0.0,1.0,"To roast a chicken, the general guideline is to cook it at 375°F (190°C) for about 20 minutes per pound. Here’s a basic timeline:

- **3-pound chicken**: 60 minutes
- **4-pound chicken**: 80 minutes
- **5-pound chicken**: 100 minutes

Always use a meat thermometer to ensure the chicken is cooked through; it should read at least 165°F (75°C) at the thickest part of the breast and thigh. Let the chicken rest for about 10-15 minutes before carving.",307,119,426,449,77,0,2026-03-05T19:39:17.177051
116,NPC,how long should I roast a chicken,gpt-4o,0.0,1.0,"Roasting a chicken typically depends on its weight, but a general guideline is:

- Preheat your oven to 375°F (190°C).
- Roast the chicken for about 20 minutes per pound (450 grams).
- For a 4-pound (1.8 kg) chicken, this would be approximately 1 hour and 20 minutes.
- Always ensure the internal temperature reaches 165°F (75°C) for safe consumption.

Let the chicken rest for at least 10-15 minutes before carving to allow juices to redistribute.",308,110,418,448,76,0,2026-03-05T19:39:19.212992
117,NPC,How long roast chicken,gpt-4o,0.0,1.0,"The time to roast a chicken depends on its weight and the oven temperature. A general guideline is:

- Roast at 375°F (190°C) for 20 minutes per pound (450 grams), plus an additional 15 minutes.

For example, a 4-pound chicken would take about 1 hour and 35 minutes.

Ensure the internal temperature reaches 165°F (74°C) to ensure it's fully cooked.",305,86,391,349,60,0,2026-03-05T19:39:22.024258
118,NPC,How long should I roast a chicken?,gpt-4o,0.0,1.0,"To roast a chicken, the general rule is to cook it at 350°F (175°C) for about 20 minutes per pound. Here’s a basic guideline:

1. **Preparation:**
   - Preheat your oven to 350°F (175°C).
   - Season your chicken with salt, pepper, and any herbs or spices you like.

2. **Cooking Time:**
   - A 4-pound chicken would take approximately 80 minutes.
   - Always check for doneness by ensuring the internal temperature reaches 165°F (74°C).

3. **Resting:**
   - Let the chicken rest for about 10-15 minutes before carving to allow the juices to redistribute.

Adjust the cooking time slightly if you prefer a higher temperature for a crispier skin, but always ensure the internal temperature reaches 165°F for safety.",309,174,483,715,116,0,2026-03-05T19:39:27.939694
119,NPC,How long should I roast a chicken?,gpt-4o,0.0,1.0,"Roasting a chicken typically takes about 20 minutes per pound at 375°F (190°C). Here’s a general guideline:

- **Whole Chicken**: 
  - Small (3-4 lbs): 1 to 1.5 hours
  - Medium (4-5 lbs): 1.5 to 2 hours
  - Large (5-7 lbs): 2 to 2.5 hours

Check for doneness by ensuring the internal temperature reaches 165°F (74°C) at the thickest part of the breast or the thigh. Let it rest for about 10-15 minutes before carving to allow juices to redistribute.",309,136,445,450,79,0,2026-03-05T19:39:30.811854
120,NPC,How long should you roast chicken for?,gpt-4o,0.0,1.0,"Roasting a chicken typically depends on its weight and the oven temperature. A general guideline is to roast a whole chicken at 350°F (175°C) for about 20 minutes per pound. Here’s a quick reference:

- **3-4 pound chicken**: Roast for 1 hour to 1 hour and 20 minutes.
- **5-6 pound chicken**: Roast for 1 hour and 40 minutes to 2 hours.

Always ensure the internal temperature reaches 165°F (75°C) in the thickest part of the chicken (not touching bone). Let it rest for about 10-15 minutes before carving to retain the juices.",309,136,445,528,93,0,2026-03-05T19:39:35.733668
121,NPC,how long should you roast a chicken,gpt-4o,0.0,1.0,"Roasting a whole chicken typically takes about 20 minutes per pound at 350°F (176°C). Here are some general guidelines:

- **3 to 4 pounds:** 1 hour to 1 hour and 20 minutes
- **4 to 5 pounds:** 1 hour and 20 minutes to 1 hour and 40 minutes
- **5 to 7 pounds:** 1 hour and 40 minutes to 2 hours

For best results, use a meat thermometer. The internal temperature should reach 165°F (74°C) in the thickest part of the breast and thigh. Let the chicken rest for about 10 minutes before carving to let the juices redistribute.",308,142,450,524,99,0,2026-03-05T19:39:37.910971
122,NPC,how long should you roast a chicken,gpt-4o,0.0,1.0,"To roast a chicken, you typically need to cook it at 375°F (190°C) for about 20 minutes per pound (approximately 45 minutes per kilogram). Here's a general guide:

1. **Whole Chicken**: 
   - 3-4 pounds (1.4-1.8 kg): About 1 hour to 1 hour 20 minutes.
   - 5-6 pounds (2.3-2.7 kg): About 1 hour 40 minutes to 2 hours.

2. **Check for Doneness**: 
   - The internal temperature should reach 165°F (74°C) when measured at the thickest part of the thigh.

3. **Resting Time**: 
   - Let the chicken rest for about 10-15 minutes before carving to allow the juices to redistribute.

Adjustments might be needed based on the specifics of your oven and the size of the chicken.",308,192,500,670,115,0,2026-03-05T19:39:42.007425
123,NPC,how long to roast chicken,gpt-4o,0.0,1.0,"Roasting a chicken typically depends on its weight. A general guideline is to roast at 350°F (175°C):

- For a chicken weighing 3-4 pounds (1.4-1.8 kg): Roast for about 1.5 to 2 hours.
- For a chicken weighing 4-5 pounds (1.8-2.3 kg): Roast for about 2 to 2.5 hours.
- For a chicken weighing 5-6 pounds (2.3-2.7 kg): Roast for about 2.5 to 3 hours.

Ensure the internal temperature reaches 165°F (74°C) in the thickest part of the thigh without touching the bone. Let it rest for 10-15 minutes before carving to allow the juices to redistribute.",306,165,471,545,97,0,2026-03-05T19:39:45.131411
124,NPC,How long to roast a chicken,gpt-4o,0.0,1.0,"Roasting a chicken typically takes about 20 minutes per pound at 350°F (175°C). For example, a 4-pound chicken would take approximately 1 hour and 20 minutes. 

Here are a few additional tips:

1. **Preheat the Oven:** Always preheat your oven to the desired temperature before placing the chicken in to ensure even cooking.

2. **Check the Temperature:** Use a meat thermometer to check the internal temperature of the chicken. It should reach 165°F (74°C) in the thickest part of the breast or thigh.

3. **Rest Before Carving:** Let the chicken rest for about 10-15 minutes after roasting to allow the juices to redistribute.

4. **Seasoning and Basting:** You can enhance flavor by seasoning the chicken skin with salt, pepper, and herbs. Basting occasionally during roasting can also keep it moist.

Adjust cooking time if your chicken is larger or smaller, and always rely primarily on the internal temperature for doneness.",307,205,512,930,150,0,2026-03-05T19:39:49.704492
125,NPC,How long should you roast a chicken?,gpt-4o,0.0,1.0,"Roasting a chicken typically takes about 20 minutes per pound at 350°F (175°C). For a standard 4-pound chicken, this would mean roasting for about 1 hour and 20 minutes. 

It's important to check that the internal temperature reaches 165°F (74°C) in the thickest part of the chicken for safe consumption. Let the chicken rest for about 10-15 minutes after roasting to allow the juices to redistribute.",309,93,402,401,66,0,2026-03-05T19:39:51.082180
126,NPC,How long show I roast chicken?,gpt-4o,0.0,1.0,"The roasting time for a chicken depends on its weight and the oven temperature. Here’s a general guideline:

- **Whole Chicken:** Roast at 350°F (175°C) for about 20 minutes per pound (450 grams).

For example:
- A 4-pound chicken should roast for about 80 minutes.
  
Make sure the internal temperature reaches 165°F (75°C) in the thickest part of the thigh. Let the chicken rest for about 10-15 minutes before carving to allow the juices to redistribute.",308,108,416,456,76,0,2026-03-05T19:39:53.334011
127,NPC,how long to roast chicken,gpt-4o,0.0,1.0,"Roasting a chicken depends on its weight and the temperature at which you're cooking. Here's a general guideline:

1. **Whole Chicken**: 
   - **Temperature**: Preheat your oven to 375°F (190°C).
   - **Time**: Roast for about 20 minutes per pound (450 grams). A 4-pound (1.8 kg) chicken would take approximately 1 hour and 20 minutes.
   - **Internal Temperature**: The internal temperature should reach 165°F (75°C) in the thickest part of the breast or thigh.

2. **Boneless Chicken Breasts**:
   - **Temperature**: Preheat to 375°F (190°C).
   - **Time**: Roast for 20-30 minutes, depending on the thickness.

3. **Chicken Thighs/Legs**:
   - **Temperature**: Preheat to 400°F (200°C).
   - **Time**: Roast for 35-45 minutes.

It's important to use a meat thermometer to ensure the chicken is cooked through. Rest the chicken for about 10-15 minutes after removing it from the oven to let the juices redistribute.",306,243,549,917,139,0,2026-03-05T19:39:57.991263
